,ENER,GRMS,DELTA,BOND,ANGL,UREY,DIHE,IMPR,VDW,ELEC,HBON,USER,HARM,CDIH,CIC,CDRO,NOE,SBOU,IMNB,IMEL,IMHB,EWKS,EWSE,EXTE,RXNF,ST2,IMST,TSM,QMEL,QMVD,ASP,EHAR,GEO,MDIP,PINT,PRMS,PANG,SSBP,BK4D,SHEL,RESD,SHAP,STRB,OOPL,PULL,POLA,DMC,RGY,EWEX,EWQC,EWUT,PBEL,PBNP,MBDE,STRS,BNDB,BNDT,EBST,MBST,BBT,SST,GBEN,HMCM,$\theta_1$,$\theta_2$,$r$,NBOND
6354,35.653268718510844,0.5755830649602178,0.3833818052794413,0.28364929567239205,1.293957321634164,0.20110014725690478,-0.5908178783078478,0.00018441692989264324,-0.3957357066463639,34.8609311219717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.96528170295718,160.86082666539158,7.995000000000003,34.46519541532534
6355,36.983681278818715,0.5755830649602178,-0.9470307550284289,0.37923151806902383,1.2342254930811494,0.35562472852623583,0.12337233385767171,0.07755320233856033,0.015602754976399251,34.79807124796967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.52926109408537,160.7456335667221,7.995000000000003,34.81367400294607
6356,35.76708513467943,0.5755830649602178,0.26956538911085914,0.26101148526987683,1.2730618050434912,0.2125337661569784,-0.4506701751013546,0.0024404311605155707,-0.20499374417816726,34.673701566328084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3323189736344,160.6338090768942,7.995000000000001,34.468707822149916
6357,36.584368762092595,0.5755830649602178,-0.5477182383023091,0.2897846435752561,1.9127495380119175,0.27309518341803407,-0.19652340554463157,0.00021016325655015625,-0.007120160617497396,34.312172799992965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.33919395020104,160.5549474055797,7.995000000000003,34.30505263937547
6359,36.3111240906506,0.5755830649602178,-0.27447356686031554,0.3155706129405802,1.9360948726494713,0.2910044335965543,-0.1732419214577069,0.0044895837649745135,-0.2692296041172606,34.20643611327399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2189493589122244,160.59197228167784,7.995000000000003,33.937206509156724
6360,36.20870645506175,0.5755830649602178,-0.17205593127146557,0.23595256580933324,1.1955626463609719,0.21625887772136032,-0.39393049933020985,0.0044690390395266625,-0.00507282322315413,34.955466648683924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1114680647762152,160.7073666280732,7.9900000000000055,34.95039382546077
6362,35.872467669841654,0.5755830649602178,0.1641828539486312,0.23345381784685643,1.3187012625403314,0.2440206221737924,-0.2800694397114558,0.0013117760863242392,-0.5262363888408501,34.88128601974665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.694372607506543,160.9920675512026,7.990000000000007,34.3550496309058
6363,35.75709862294724,0.5755830649602178,0.27955190084304604,0.2678594080378947,1.2875875666082903,0.22255925657200892,-0.3354198015809697,0.006506504057834988,-0.4293308316278932,34.73733652088007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8379427033783737,161.09314202987187,7.990000000000007,34.30800568925218
6364,36.30438664214205,0.5755830649602178,-0.26773611835176325,0.29259760879980135,1.2122071656909612,0.21792550540021044,-0.33997987623260423,0.010446630384472423,-0.04184372761182089,34.95303333571103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.814050492622355,161.14216836409238,7.990000000000007,34.91118960809921
6365,36.28845274909807,0.5755830649602178,-0.2518022253077845,0.26907880048804245,1.2325420013118742,0.22074038033640742,-0.3857602566830183,0.011268217268346457,0.14718130149475603,34.79340230488166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.579920143572467,161.14173040213095,7.9900000000000055,34.940583606376414
6367,35.740698467250134,0.5755830649602178,0.2959520565401519,0.26959375704320315,1.4907224981808715,0.2435500890346639,-0.35357097967335954,0.012142565067161869,-0.46218354092851094,34.5404440785261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.6429542064747,161.04258301573722,7.990000000000004,34.078260537597586
6368,36.2225943206425,0.5755830649602178,-0.1859437968522144,0.2752314929023836,1.226787969292784,0.22847842086368864,-0.37051557093563103,0.025603893424155838,0.035833918962024966,34.8011741961331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.66591921933176,160.96133743389325,7.990000000000004,34.837008115095124
6369,35.841686044525,0.5755830649602178,0.1949644792652876,0.2506532056963469,1.1161760702230024,0.22234388296285765,-0.19381753107577673,0.006547843416823259,-0.20614413619945887,34.645926709501204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.9659719148062,160.8607363985385,7.990000000000002,34.43978257330175
6370,36.718668957551635,0.5755830649602178,-0.6820184337613497,0.2894611760877076,1.9314240867071477,0.2897363471054924,-0.04974440017165333,0.004412718850172754,-0.06520041898268174,34.31857944795545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.52988944114173,160.74543916734297,7.990000000000002,34.253379028972766
6371,37.39781205036882,0.5755830649602178,-1.3611615265785346,0.3404684554131861,2.4238546996675066,0.31290224485101137,0.09284678357841752,0.004035820601601308,0.03461982368658843,34.18908422257051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.33285799702765,160.63350117371246,7.990000000000002,34.2237040462571
6373,36.6831963776221,0.5755830649602178,-0.6465458538318174,0.2701400831134727,1.8881553673648546,0.28259720865307986,-0.119928031148953,0.006832940522946212,0.0019369220414984303,34.353461887075206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.493926882365533,160.53671187307162,7.990000000000004,34.35539880911671
6374,35.566867530220286,0.5755830649602178,0.46978299357,0.27254418080974685,1.445152838221737,0.23576540172293745,-0.3603108835604322,0.007436706294528175,-0.46525141234530876,34.43153069907708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2187986857219828,160.5915841561687,7.9900000000000055,33.96627928673177
6377,35.457834096269806,0.5755830649602178,0.5788164275204792,0.2465894150760166,1.3876957505097616,0.23642941028162454,-0.36263240852545914,0.002951326860999358,-0.5004922527147109,34.44729285478157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4951031252674825,160.53842188051098,8.009999999999998,33.94680060206686
6379,36.81048068265723,0.5755830649602178,-0.773830158866943,0.2950710331320277,2.00764312954186,0.27674456616084586,-0.07734175753913956,0.02464122625320981,0.040974290685204,34.24274819442322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3307075915513,160.63472986592134,8.009999999999998,34.28372248510843
6382,36.03965057022086,0.5755830649602178,-0.0030000464305715013,0.25473569738342616,1.2029286430548456,0.2231263759041073,-0.3705032790426581,0.01598641327473913,-0.0894920770972519,34.80286879674365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.66303940642985,160.9613863307365,8.01,34.7133767196464
6383,36.75580100080763,0.5755830649602178,-0.7191504770173438,0.3156262174208282,2.0504642450357693,0.2935031932436427,-0.0526815381908202,0.002923549644494836,-0.16029189369080646,34.306257227344524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.64007436561192,161.0424150113298,8.009999999999998,34.14596533365372
6385,36.451427789562466,0.5755830649602178,-0.4147772657721802,0.3066407933337839,1.449428627879892,0.2444638376835831,-0.31538166890438313,0.04671465377301114,0.08234875344235364,34.63721279235423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5824269981416155,161.1413120908087,8.01,34.71956154579658
6386,35.987579819454645,0.5755830649602178,0.04907070433564087,0.3095206103291858,1.372833474038043,0.2432826258995322,-0.19805483675432692,0.029795872030272084,-0.20258140851817535,34.43278348243011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.816200986917525,161.14176087053067,8.009999999999998,34.23020207391193
6387,36.02458219182275,0.5755830649602178,0.012068331967533652,0.25167347430720555,1.3897167247461257,0.25138148137862665,-0.2581969579564489,0.017372288949353717,-0.21665844181599372,34.58929362221388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8396430609271066,161.09290844430294,8.010000000000003,34.372635180397886
6388,35.805829256172096,0.5755830649602178,0.23082126761818955,0.2589627842210134,1.3150235982833187,0.23454661700850019,-0.35648456234083375,0.005006455253746708,-0.4844785548926674,34.83325291863902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.695548866154863,160.99219278856944,8.010000000000002,34.34877436374635
6390,36.27157440306285,0.5755830649602178,-0.2349238792725643,0.2948509779440581,1.2381740691069734,0.27679781091876743,-0.16759119562719635,0.005706940591573447,-0.07616141423410232,34.699797214362775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11146806477948487,160.70822646879787,8.005000000000006,34.623635800128675
6393,36.69524884469021,0.5755830649602178,-0.6585983208999266,0.2797527836052073,1.8402659977322369,0.28935167887886076,-0.1714745469937756,0.0010679159053229798,0.0769472740958459,34.379337741466514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.33834380136935,160.55573956115123,8.005000000000003,34.45628501556236
6394,35.696192755861254,0.5755830649602178,0.34045776792903126,0.28560020649569956,1.333271067288133,0.2364927910765444,-0.2765971867674619,0.012553998583027838,-0.3559053847558463,34.46077726394116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.33124377304878,160.6344234218944,8.005000000000003,34.10487187918532
6396,35.80972037528096,0.5755830649602178,0.22693014850932514,0.24541520625218866,1.4384168742255763,0.24192818250041834,-0.2679391778481728,0.01898362435733019,-0.4041770947701933,34.537092760563816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.96390492352606,160.86100684626888,8.005000000000003,34.132915665793625
6397,36.024492939536515,0.5755830649602178,0.012157584253770892,0.27794051785568125,1.2146990702828222,0.20697550326211517,-0.4468959936879742,0.003923418778208869,-0.16281702474736448,34.93066744779303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.66375745833426,160.96137410463666,8.005000000000004,34.767850423045665
6398,35.78318885798721,0.5755830649602178,0.25346166580307283,0.25926072640101966,1.3845553901361114,0.23843307554854812,-0.29643967017736944,0.015430127115587718,-0.44047472966739454,34.62242393863071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.64079242448867,161.04245689965532,8.005000000000004,34.18194920896332
6400,36.2150814908698,0.5755830649602178,-0.1784309670795139,0.24467054612970762,1.2792668122568125,0.22029617070857477,-0.41722842947206157,0.008718809552937145,0.012375053708799894,34.86698252798503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.581801939662547,161.14141643574845,8.005000000000006,34.87935758169383
6401,36.80419413500711,0.5755830649602178,-0.7675436112168228,0.2938469975331431,1.971261716057347,0.27165334486736986,-0.23533116534891782,7.415750779645608e-05,0.07028216468909472,34.43240691970128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.815664783274758,161.14186252270648,8.005000000000006,34.502689084390376
6402,35.74979711570425,0.5755830649602178,0.28685340808603854,0.2662580268347274,1.2076040115366828,0.23030575001115228,-0.4591036727802938,0.0011363026340978012,-0.19316051232367384,34.696757209791556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8392190943007827,161.0929667256231,8.005000000000006,34.503596697467884
6405,36.25085637852865,0.5755830649602178,-0.21420585473836695,0.27536672925298356,1.2346976673898955,0.23360973667470777,-0.361831911330831,0.01839984071137525,0.017333247718531505,34.83328106811199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11146806477948487,160.70794033462886,8.0,34.85061431583052
6407,36.376097579265576,0.5755830649602178,-0.33944705547528997,0.26301586914318903,1.7141174685217044,0.28996503902998527,-0.11861179959821173,0.0008151891938105941,-0.40858089261920333,34.635376705594304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4945160402086346,160.53756828436568,8.000000000000002,34.2267958129751
6408,35.64281493236966,0.5755830649602178,0.3938355914206255,0.25045845560947255,1.4058894887604922,0.24179388840783053,-0.258700247289748,0.011854629587348101,-0.34741941595330994,34.338938133247574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.33876850126214,160.5553438055121,8.000000000000002,33.99151871729426
6409,35.98671774024357,0.5755830649602178,0.0499327835467156,0.24597320702542202,1.2929096993277795,0.2202405197553584,-0.3810666816202777,0.007968676851020831,-0.06589174258314434,34.66658406148741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.33178089969314,160.63411649258623,8.000000000000002,34.600692318904265
6412,35.99718854395737,0.5755830649602178,0.03946197983291455,0.261273000837583,1.2704097343870109,0.21958928542224918,-0.39556132597002897,0.007183727253467184,-0.20011757197224156,34.83441169399933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.664476775866,160.9613618797693,8.000000000000002,34.634294122027086
6413,35.72939927567539,0.5755830649602178,0.3072512481148948,0.27023215146973667,1.4712481530947294,0.24147355530344922,-0.3605506927942704,0.01313115973025946,-0.5333394725716412,34.627204421443125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.64151174900454,161.04249886303646,8.000000000000002,34.093864948871484
